Company Name,Website,Address,Phone,Estimated Revenue,Revenue Basis,Description,Freight Reason,Decision-Maker Name,Decision-Maker Title,Decision-Maker Email,Decision-Maker Phone,Pitch,Flags
Discount Tire,https://www.discounttire.com/store/tx/san-antonio/s/1432,"12850 W Interstate 10, San Antonio, TX 78249",(210) 690-4334,"$4,350,000",Auto Parts Wholesale category baseline (no headcount found),Discount Tire | Tires and Wheels for Sale | Online & In-Person You need to enable JavaScript to run this app.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,,,"Quick question about your outbound, that's it — Discount Tire, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Discount Tire,https://www.discounttire.com/store/tx/san-antonio/s/1543,"11433 W Loop 1604 N, San Antonio, TX 78254",(210) 372-9070,"$4,350,000",Auto Parts Wholesale category baseline (no headcount found),Discount Tire | Tires and Wheels for Sale | Online & In-Person You need to enable JavaScript to run this app.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,,,"Quick question about your outbound, that's it — Discount Tire, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Discount Tire,https://www.discounttire.com/store/tx/san-antonio/s/1858,"4439 N Loop 1604 W, San Antonio, TX 78249",(210) 492-3782,"$4,350,000",Auto Parts Wholesale category baseline (no headcount found),Discount Tire | Tires and Wheels for Sale | Online & In-Person You need to enable JavaScript to run this app.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,,,"Quick question about your outbound, that's it — Discount Tire, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Eco Box,http://uhaul.com,"18130 San Pedro Ave, San Antonio, TX 78232",(210) 267-1614,"$4,350,000",Packaging Supplier category baseline (no headcount found),"Packaging Supplier based in San Antonio, TX.",Cartons/film/pallets shipped in volume — high-cube recurring LTL.,,Owner,,,"Ten seconds — kind of ironic given what you ship — Eco Box, You're a packaging supplier in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Pack-Mark Inc,http://catalog.pack-mark.com,"1375 E Bitters Rd, San Antonio, TX 78216",(210) 494-1375,"$4,350,000",Packaging Supplier category baseline (no headcount found),"Packaging Supplier based in San Antonio, TX.",Cartons/film/pallets shipped in volume — high-cube recurring LTL.,,Owner,,,"Ten seconds — kind of ironic given what you ship — Pack-Mark Inc, You're a packaging supplier in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Custom Pak,,"2001 S Laredo St, San Antonio, TX 78207",(210) 229-2018,"$4,350,000",Packaging Supplier category baseline (no headcount found),"Packaging Supplier based in San Antonio, TX.",Cartons/film/pallets shipped in volume — high-cube recurring LTL.,,Owner,,,"Ten seconds — kind of ironic given what you ship — Custom Pak, You're a packaging supplier in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Custom Pak,,"121 Lou Jon Cir, San Antonio, TX 78213",(210) 349-4414,"$4,350,000",Packaging Supplier category baseline (no headcount found),"Packaging Supplier based in San Antonio, TX.",Cartons/film/pallets shipped in volume — high-cube recurring LTL.,,Owner,,,"Ten seconds — kind of ironic given what you ship — Custom Pak, You're a packaging supplier in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Rast Ironworks,http://www.rastironworks.com,"6430 Railway, San Antonio, TX 78244",(210) 659-6704,"$4,350,000",Metal Fabricator category baseline (no headcount found),We have been dedicated to providing quality products with experience and excellent customer service for over 35 years.,Fabricated steel/parts shipped to clients — palletized and oversized LTL.,Staff Executive,Ceo,glennboggs@rastironworks.com,,"One question and I'm gone — Rast Ironworks, You're a metal fabricator in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",REVENUE_EST_LOW_CONF
Vara Chevrolet,https://www.vara.com,"8011 Interstate 35 Access Rd, San Antonio, TX 78224",(210) 625-3315,"$4,350,000",Auto Parts Wholesale category baseline (no headcount found),We offer a competitive financing program to help you get the vehicle you love.,Parts to shops across the region — frequent boxed/palletized LTL.,Chevy Accessibility,Gm,,,"Quick question about your outbound, that's it — Vara Chevrolet, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
K L N Manufacturing,http://klnmanufacturing.localsearch.com,"2 Winnco Dr, San Antonio, TX 78218",(210) 227-4747,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — K L N Manufacturing, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Old West,https://m.facebook.com/pages/old-west-burgers/180512245325149,"5528 Evers Rd, San Antonio, TX 78238",(210) 267-1774,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Old West, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
In Home Furniture,http://www.inhomefurnituresa.com,"12826 Nacogdoches Rd, San Antonio, TX 78217",(210) 651-9700,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — In Home Furniture, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
"Genoa AWM, Inc",http://genoaawminc.localsearch.com,"2018 Avenue B, San Antonio, TX 78215",(210) 488-9612,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Genoa AWM, Inc, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Topper USA,,"502 Taft Blvd, San Antonio, TX 78225",(210) 967-7446,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Topper USA, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Kln Steel Products,http://klnsteelproducts.localsearch.com,"4200 N Interstate 35, San Antonio, TX 78218",(210) 227-4747,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Kln Steel Products, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Clearance Depot,http://clearancedepotsa.com,"7126 Oaklawn Dr, San Antonio, TX 78229",(210) 332-9928,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Clearance Depot, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Renaissance-USA,https://bronzewinecellars.com/contact,"8902 Broadway, San Antonio, TX 78217",(210) 832-8040,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Renaissance-USA, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
The Caprock Group,http://caprockgroup.com,"6812 Fairgrounds Pkwy, San Antonio, TX 78238",(210) 647-2311,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — The Caprock Group, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Dazzles,http://dazzlesfashions.com,"2482 NE Loop 410, San Antonio, TX 78217",(210) 646-0017,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Dazzles, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
SA Furniture Outlet,https://safurnitureoutlet.com/contact_us.html,"10203 Kotzebue St, San Antonio, TX 78217",(210) 712-4700,"$3,800,000",Furniture Maker category baseline (no headcount found),Store Hours: Monday - Saturday 9am - 7pm & Sunday 10am - 6pm Contact Us * Required information Send Email To: * Please select .,Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — SA Furniture Outlet, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
None,,"4250 Thousand Oaks Dr, San Antonio, TX 78217",(210) 375-3009,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — None, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Secret Door Society,https://secret-door-society.square.site,"9219 Broxton Dr, San Antonio, TX 78240",(210) 920-4269,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Secret Door Society, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Dr Associates Inc,http://drassociatesinc.localsearch.com,"San Antonio, TX 78232",(210) 494-2314,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Dr Associates Inc, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Bob Mills Furniture,https://www.bobmillsfurniture.com/locations/san-antonio,"12621 W Interstate 10, San Antonio, TX 78230",(210) 580-7997,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in San Antonio, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Bob Mills Furniture, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Kerry's Kollectibles,http://kerryskollectibles.localsearch.com,"1218 Industrial Dr, New Braunfels, TX 78130",(830) 629-3922,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in New Braunfels, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Kerry's Kollectibles, You're a furniture maker in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Furniture,http://furniture553076228.localsearch.com,"35 Nafta Cir, New Braunfels, TX 78132",(830) 358-7144,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in New Braunfels, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Furniture, You're a furniture maker in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
The Forum,https://www.shoptheforumsa.com,"14555 Forum Pkwy, Selma, TX 78154",(210) 566-0303,"$3,800,000",Furniture Maker category baseline (no headcount found),The Forum at Olympia Parkway ::: Home page Please check tenants for hours of operation.,Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — The Forum, You're a furniture maker in Selma moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
J R Inc,https://www.jrinc.org/contact-us,"9223 Converse Business Ln, Converse, TX 78109",(210) 658-6364,"$3,800,000",Furniture Maker category baseline (no headcount found),"Converse, TX 78109 Distribution Center: 1908 Joe Stephens Ave Weslaco, TX 78599 Distribution Center: 9226 Converse Business Ln.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — J R Inc, You're a furniture maker in Converse moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Bixby Knolls,http://knoll.com,"1825 Pat Booker Rd, Universal City, TX 78148",(210) 233-9520,"$3,800,000",Furniture Maker category baseline (no headcount found),"Plan for Workplace Explore products and resources for commercial, education, healthcare, and government organizations.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Bixby Knolls, You're a furniture maker in Universal City moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Catrina's At The Ranch,http://catrinasattheranch.localsearch.com,"31300 Interstate 10 W, Boerne, TX 78006",(830) 755-6355,"$3,800,000",Furniture Maker category baseline (no headcount found),"Furniture Maker based in Boerne, TX.",Bulky finished furniture to dealers/customers — protected LTL shipments.,,Owner,,,"Bear with me, this is worth ten seconds — Catrina's At The Ranch, You're a furniture maker in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Kln Steel Products Co,http://www.kon.com,"2 Winnco Dr, San Antonio, TX 78218",(210) 227-4747,"$3,800,000",Furniture Maker category baseline (no headcount found),Telepathy offers a curated collection of resonant domain names with strong brand appeal.,Bulky finished furniture to dealers/customers — protected LTL shipments.,Scott Painter,Ceo,admin@telepathy.com,,"Bear with me, this is worth ten seconds — Kln Steel Products Co, You're a furniture maker in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",REVENUE_EST_LOW_CONF
Chile Media Printing Company,http://www.addchile.com,"10000 W Interstate 10 Ste 110, San Antonio, TX 78230",(210) 694-0468,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Chile Media Printing Company, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
ACL- American Colors Lab,http://www.aclsa.com,"435 Isom Rd, San Antonio, TX 78216",(210) 308-0222,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — ACL- American Colors Lab, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
San Antonio Printer Solutions,http://sanantonioprintersolutions.localsearch.com,"14080 Nacogdoches Rd, San Antonio, TX 78247",(210) 219-3627,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — San Antonio Printer Solutions, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Avista Products,http://www.avistaproducts.com,"3363 E Commerce St, San Antonio, TX 78220",(210) 226-1939,"$3,300,000",Commercial Printer category baseline (no headcount found),Avista Products – Creating what matters most!.,Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Avista Products, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
The Printing Division,http://www.printingdivision.com,"6703 W Commerce St, San Antonio, TX 78227",(210) 432-7010,"$3,300,000",Commercial Printer category baseline (no headcount found),The Printing Division | San Antonio | A Solutions Agency top of page CASE STUDIES CUSTOM PROJECTS WRAP GALLERY DESIGN FAQ CONTACT More.,Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — The Printing Division, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Nova Prints,https://www.novaprints.framer.website,"10427 Perrin Beitel Rd, San Antonio, TX 78217",(830) 260-4148,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Nova Prints, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Corner Print & Copy,,"6904 Bandera Rd, San Antonio, TX 78238",(210) 681-3380,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Corner Print & Copy, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Dawgawn Ink,http://dawgawnink.localsearch.com,"13706 Hunters Moss St, San Antonio, TX 78230",(210) 632-5927,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Dawgawn Ink, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Rich Business Forms & Files,,"8419 Chivalry, San Antonio, TX 78254",(210) 341-4875,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Rich Business Forms & Files, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
One Stop Copy,,"510 San Fernando St, San Antonio, TX 78207",(210) 822-0886,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — One Stop Copy, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Freeman Prompt Printing,,"503 Chestnut St, San Antonio, TX 78202",(210) 223-9177,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Freeman Prompt Printing, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Lone Star Promotional group,http://www.lonestartees.com,"1011 N Frio St, San Antonio, TX 78207",(210) 226-6820,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Lone Star Promotional group, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Move Texas Civic Fund,,"1023 N Pine St, San Antonio, TX 78202",(210) 220-3102,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Move Texas Civic Fund, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
T & M Printing Co,http://tmprintingco.localsearch.com,"1316 Austin St, San Antonio, TX 78208",(210) 223-1046,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — T & M Printing Co, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Post Pack & Print,,"4538 W Commerce St, San Antonio, TX 78237",(210) 390-1096,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — Post Pack & Print, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
E Zavala & Assoc Printing,,"1406 Hermine Blvd, San Antonio, TX 78201",(210) 733-1475,"$3,300,000",Commercial Printer category baseline (no headcount found),"Commercial Printer based in San Antonio, TX.",Bulk printed materials on skids to clients — frequent LTL runs.,,Owner,,,"Not selling printers, promise — E Zavala & Assoc Printing, You're a commercial printer in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
